"geneID" "annotation"
"ostta01g00020" " 6-phosphofructo-2-kinase"
"ostta01g00040" " Malic enzyme, NAD-binding"
"ostta01g00150" " Phytanoyl-CoA dioxygenase"
"ostta01g00180" " unnamed product"
"ostta01g00200" " UBA-like"
"ostta01g00250" " Inositol polyphosphate kinase"
"ostta01g00340" " unnamed product"
"ostta01g00390" " DNA/pantothenate metabolism flavoprotein, C-terminal"
"ostta01g00540" " Drug/metabolite transporter"
"ostta01g00680" " Protein prenyltransferase, alpha subunit"
"ostta01g00690" " Concanavalin A-like lectin/glucanases superfamily"
"ostta01g00730" " HD/PDEase domain"
"ostta01g00740" " Zinc/iron permease"
"ostta01g00860" " Nucleic acid-binding, OB-fold"
"ostta01g00880" " Ankyrin repeat"
"ostta01g00920" " DNA-directed RNA polymerase, RBP11-like dimerisation domain"
"ostta01g01030" " Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III"
"ostta01g01120" " Protein of unknown function DUF1365"
"ostta01g01130" " Lipase, class 3"
"ostta01g01160" " Radical SAM"
"ostta01g01330" " unnamed product"
"ostta01g01380" " Cation efflux protein"
"ostta01g01430" " Rhodanese-like domain"
"ostta01g01450" " Aspartate kinase, conserved site"
"ostta01g01460" " Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain"
"ostta01g01480" " Zinc finger, RING/FYVE/PHD-type"
"ostta01g01550" " K Homology domain, type 1"
"ostta01g01580" " Prefoldin"
"ostta01g01600" " MIF4-like, type 1/2/3"
"ostta01g01640" " Ovarian tumour, otubain"
"ostta01g01710" " unnamed product"
"ostta01g01740" " Uracil-5-methyltransferase"
"ostta01g01750" " tRNA-dihydrouridine synthase, conserved site"
"ostta01g01780" " RmlC-like jelly roll fold"
"ostta01g01830" " Clathrin, heavy chain/VPS, 7-fold repeat"
"ostta01g01855" " Tocopherol cyclase"
"ostta01g01860" " 23S rRNA uracil1939-C5-methyltransferase RlmD"
"ostta01g02000" " Ketopantoate reductase ApbA/PanE, N-terminal"
"ostta01g02120" " TFIIH subunit Tfb4/p34"
"ostta01g02290" " Zinc finger, PHD-finger"
"ostta01g02330" " Uncharacterised domain UPF0066, YaeB-like domain"
"ostta01g02350" " Clathrin, heavy chain/VPS, 7-fold repeat"
"ostta01g02440" " Alpha,alpha-trehalose-phosphate synthase"
"ostta01g02480" " Aspartate-semialdehyde dehydrogenase"
"ostta01g02500" " Ribonuclease III domain"
"ostta01g02510" " CRAL/TRIO, N-terminal domain"
"ostta01g02520" " Beta-lactamase-like"
"ostta01g02600" " unnamed product"
"ostta01g02615" " Mitochondrial import protein TIM15"
"ostta01g02620" " Protein of unknown function DUF842, eukaryotic"
"ostta01g02690" " Tetratricopeptide repeat"
"ostta01g02825" " Nucleotide-binding, alpha-beta plait"
"ostta01g02845" " Mannosyltransferase, DXD"
"ostta01g02850" " Serine/threonine-protein kinase, active site"
"ostta01g02890" " HAD-superfamily hydrolase, subfamily IIID"
"ostta01g02895" " tRNA/rRNA methyltransferase, SpoU"
"ostta01g02940" " Peptidoglycan binding-like"
"ostta01g02960" " Peptidyl-tRNA hydrolase"
"ostta01g02980" " Uncharacterised protein family UPF0434/Trm112"
"ostta01g03090" " Alpha-ketoglutarate-dependent dioxygenase AlkB-like"
"ostta01g03100" " Helicase, C-terminal"
"ostta01g03120" " Nicotinate phosphoribosyltransferase-like"
"ostta01g03200" " Six-bladed beta-propeller, TolB-like"
"ostta01g03220" " Domain of unknown function DUF59"
"ostta01g03230" " Mog1/PsbP, alpha/beta/alpha sandwich"
"ostta01g03340" " PCI/PINT associated module"
"ostta01g03350" " Zinc finger, RING-CH-type"
"ostta01g03380" " RNA polymerase III Rpc4"
"ostta01g03440" " NUDIX hydrolase domain-like"
"ostta01g03495" " Mitochondrial substrate/solute carrier"
"ostta01g03540" " Sterile alpha motif, type 1"
"ostta01g03630" " Nucleoporin FG repeat"
"ostta01g03660" " Metridin-like ShK toxin"
"ostta01g03670" " unnamed product"
"ostta01g03730" " FIST domain, N-terminal"
"ostta01g03750" " HSP20-like chaperone"
"ostta01g03760" " ATPase, AAA-type, CDC48"
"ostta01g03830" " Sjoegren syndrome/scleroderma autoantigen 1"
"ostta01g03840" " Phospholipase D/Transphosphatidylase"
"ostta01g03860" " Mitochondrial substrate/solute carrier"
"ostta01g04010" " Uracil-5-methyltransferase"
"ostta01g04030" " Ribosomal protein L2, bacterial/organellar-type"
"ostta01g04040" " unnamed product"
"ostta01g04190" " Quinonprotein alcohol dehydrogenase-like superfamily"
"ostta01g04270" " Serine/threonine-protein kinase, active site"
"ostta01g04280" " Glycerophosphoryl diester phosphodiesterase"
"ostta01g04300" " Two pore domain potassium channel domain"
"ostta01g04340" " Glutamyl-tRNA synthetase, class Ib, archaeal/eukaryotic cytosolic"
"ostta01g04370" " Inositol-pentakisphosphate 2-kinase"
"ostta01g04410" " Ribosomal protein L21"
"ostta01g04460" " Translation elongation/initiation factor/Ribosomal, beta-barrel"
"ostta01g04500" " unnamed product"
"ostta01g04550" " ATPase-like, ParA/MinD"
"ostta01g04570" " Oxoglutarate/iron-dependent dioxygenase"
"ostta01g04600" " ABC transporter, conserved site"
"ostta01g04690" " unnamed product"
"ostta01g04720" " Exostosin-like"
"ostta01g04770" " Zinc finger, LSD1-type"
"ostta01g04930" " CHCH"
"ostta01g04950" " 26S proteasome subunit P45"
"ostta01g04970" " SANT/Myb domain"
"ostta01g05090" " Diacylglycerol kinase, catalytic domain"
"ostta01g05110" " Pentatricopeptide repeat"
"ostta01g05310" " unnamed product"
"ostta01g05340" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g05410" " Pentatricopeptide repeat"
"ostta01g05420" " WD40 repeat"
"ostta01g05460" " Transcription factor TFIIE, alpha subunit"
"ostta01g05520" " Thioredoxin-like fold"
"ostta01g05720" " unnamed product"
"ostta01g05750" " Mpv17/PMP22"
"ostta01g05810" " Frizzled domain"
"ostta01g05850" " HAD hydrolase, subfamily IA"
"ostta01g05900" " G-protein beta WD-40 repeat"
"ostta01g05930" " Short-chain dehydrogenase/reductase SDR"
"ostta01g05990" " Phytoene desaturase CrtI family"
"ostta01g06060" " unnamed product"
"ostta01g06080" " P-loop containing nucleoside triphosphate hydrolase"
"ostta01g06110" " Domain of unknown function DUF221"
"ostta01g06140" " AMP-dependent synthetase/ligase"
"ostta01g06290" " Riboflavin kinase domain, bacterial/eukaryotic"
"ostta01g06370" " unnamed product"
"ostta01g06420" " WD40 repeat"
"ostta01g06555" " hypothetical protein"
"ostta01g06560" " Oxoglutarate/iron-dependent dioxygenase"
"ostta01g06570" " Archease"
"ostta02g00040" " Glycosyltransferase AER61, uncharacterised"
"ostta02g00050" " Ribonuclease H-like domain"
"ostta02g00080" " unnamed product"
"ostta02g00160" " Polyketide synthase, KR"
"ostta02g00195" " Ribonuclease H-like domain n/a  Ribonuclease H-like domain"
"ostta02g00200" " GNS1/SUR4 membrane protein"
"ostta02g00220" " unnamed product"
"ostta02g00230" " unnamed product"
"ostta02g00260" " Thiolase-like, subgroup"
"ostta02g00277" " Harbinger transposase-derived nuclease"
